категория,CLIENT_ID,fin_segment,first_prod_ddateid,first_prod,age,gender,cnt_zp,cnt_open_zp,cnt_deb,cnt_open_deb,rest_debet_card,rest_safe,cnt_cc,cnt_cc_with_lim,rest_cc_limit,cnt_csf,cnt_active_csf,rest_csf_start,cnt_pil,cnt_active_pil,rest_pil_start,cnt_depo,cnt_active_depo,rest_depo_now,cnt_cash,cnt_pos,cnt_easy_installment,flg_currency
оформили PIL,7926,0,20170222,DT AP,52,F,1,1,0,0,67.01,0.00,2,0,0,0,0,0,2,1,15000,0,0,0,2,0,0,Нет
оформили PIL,7927,0,20170121,CC,41,F,0,0,0,0,0.00,0.00,4,2,21250,1,0,0,2,1,40290,0,0,0,1,7,0,Нет
не оформили PIL,7928,0,20170426,CC,57,F,0,0,0,0,0.00,0.00,1,1,11700,0,0,0,0,0,0,0,0,0,5,6,0,Нет
не оформили PIL,7929,5,20170426,CC,53,M,0,0,0,0,0.00,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Нет
не оформили PIL,7930,2,20170426,PIL,48,F,1,1,0,0,"5,869.50",0.00,1,0,0,0,0,0,1,0,0,0,0,0,11,0,0,Нет
не оформили PIL,7931,0,20170426,DT AP,46,M,1,1,0,0,58.66,0.00,0,0,0,0,0,0,0,0,0,0,0,0,21,10,0,Нет
не оформили PIL,7932,2,20170426,PIL,41,M,1,1,1,1,0.00,0.00,4,2,34000,0,0,0,3,1,60000,0,0,0,34,16,0,Нет
не оформили PIL,7933,,20170426,CC,40,F,0,0,0,0,0.00,0.00,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Нет
не оформили PIL,7934,0,20170426,CC,30,F,0,0,0,0,0.00,0.00,1,1,5300,0,0,0,0,0,0,0,0,0,0,0,0,Нет
не оформили PIL,7935,2,20170426,ZP,28,F,1,1,0,0,"23,913.50",0.00,1,1,22400,0,0,0,0,0,0,0,0,0,42,73,0,Нет
оформили PIL,7936,2,20170121,CC,45,F,0,0,1,1,0.00,0.00,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Нет
оформили PIL,7937,2,20170122,CC,53,M,0,0,1,1,0.00,0.00,4,1,5000,1,0,0,2,1,20250,0,0,0,1,14,0,Нет
оформили PIL,7938,2,20170122,CSF,40,F,0,0,0,0,0.00,0.00,4,0,0,2,1,"3,948",3,1,22783.62,0,0,0,1,0,0,Нет
оформили PIL,7939,2,20170122,CC,29,M,0,0,6,1,0.49,0.00,8,1,23300,1,0,0,2,0,0,0,0,0,22,61,0,Нет
оформили PIL,7940,0,20170123,PIL,47,F,0,0,0,0,0.00,0.00,2,0,0,0,0,0,3,1,30000,0,0,0,0,0,0,Нет
оформили PIL,7941,0,20170123,CC,68,F,0,0,0,0,0.00,0.00,4,0,0,0,0,0,6,2,38258,0,0,0,0,0,0,Нет
не оформили PIL,7942,1,20170427,ZP,53,M,1,1,0,0,"1,975.57",0.00,1,0,0,1,0,0,0,0,0,0,0,0,42,46,0,Нет
не оформили PIL,7943,5,20170427,CSF,40,M,0,0,0,0,0.00,0.00,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Нет
не оформили PIL,7944,2,20170427,CC,37,M,0,0,0,0,0.00,0.00,2,2,57000,0,0,0,0,0,0,0,0,0,0,46,0,Нет
не оформили PIL,7945,2,20170427,CC,30,M,0,0,0,0,0.00,0.00,1,1,30000,0,0,0,0,0,0,0,0,0,1,0,0,Нет
не оформили PIL,7946,1,20170427,CC,30,M,0,0,0,0,0.00,0.00,1,1,23500,0,0,0,0,0,0,0,0,0,0,6,0,Нет
оформили PIL,7947,0,20170123,PIL,50,M,0,0,0,0,0.00,0.00,3,2,4600,0,0,0,5,1,50300,0,0,0,0,0,0,Нет
оформили PIL,7948,2,20170124,CC,34,M,0,0,1,1,0.00,0.00,4,0,0,0,0,0,5,3,56678.7,0,0,0,0,0,0,Нет
оформили PIL,7949,2,20170124,PIL,42,M,0,0,0,0,0.00,0.00,7,2,4900,0,0,0,6,1,85000,0,0,0,0,0,0,Нет
оформили PIL,7950,2,20170124,CC,40,M,0,0,1,0,0.00,0.00,4,1,4650,0,0,0,5,2,76998.75,0,0,0,0,0,0,Нет
оформили PIL,7951,2,20170218,CC,44,M,0,0,0,0,0.00,0.00,4,1,3800,0,0,0,3,1,81840,0,0,0,0,0,0,Нет
не оформили PIL,7952,1,20170428,CC,61,M,0,0,1,1,0.00,0.00,2,1,3000,0,0,0,2,2,23750.56,0,0,0,2,1,0,Нет
не оформили PIL,7953,0,20170428,CC,55,M,0,0,0,0,0.00,0.00,1,1,4700,0,0,0,0,0,0,0,0,0,0,0,0,Нет
не оформили PIL,7954,0,20170428,CC,55,M,0,0,0,0,0.00,0.00,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Нет
не оформили PIL,7955,1,20170428,ZP,37,F,1,1,0,0,666.05,"7,596.53",1,0,0,0,0,0,0,0,0,0,0,0,13,67,0,Нет
не оформили PIL,7956,2,20170428,DEB,36,F,0,0,1,1,0.00,0.00,1,1,21000,0,0,0,0,0,0,0,0,0,0,0,0,Нет
не оформили PIL,7957,2,20170428,CSF,34,M,0,0,0,0,0.00,0.00,1,1,34900,1,0,0,0,0,0,0,0,0,0,0,0,Нет
не оформили PIL,7958,0,20170428,CC,33,F,0,0,0,0,0.00,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Нет
не оформили PIL,7959,1,20170428,PIL,29,F,0,0,0,0,0.00,0.00,1,1,21000,1,0,0,1,0,0,0,0,0,0,0,0,Нет
оформили PIL,7960,0,20170125,CSF,63,F,0,0,0,0,0.00,0.00,3,1,17100,1,0,0,1,1,20843.68,0,0,0,1,0,0,Нет
не оформили PIL,7961,0,20170429,CSF,29,F,0,0,0,0,0.00,0.00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Нет
оформили PIL,7962,0,20170125,CSF,60,F,0,0,0,0,0.00,0.00,2,0,0,2,0,0,1,0,0,0,0,0,0,1,0,Нет
не оформили PIL,7963,2,20170430,CSF,26,M,0,0,0,0,0.00,0.00,1,1,32000,2,0,0,0,0,0,0,0,0,5,0,0,Нет
оформили PIL,7964,2,20170209,DT AP,38,F,1,1,0,0,7.75,0.00,3,2,18750,1,0,0,3,1,26558.24,0,0,0,11,12,0,Нет
оформили PIL,7965,2,20170214,DT AP,37,F,1,1,0,0,"3,837.13",0.00,2,2,32550,0,0,0,2,1,25800,0,0,0,12,7,0,Нет
не оформили PIL,7966,0,20170501,CC,42,F,0,0,0,0,0.00,0.00,3,1,11550,1,0,0,3,1,44067.94,0,0,0,2,0,0,Нет
не оформили PIL,7967,5,20170501,CSF,25,M,0,0,0,0,0.00,0.00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Нет
оформили PIL,7968,0,20170126,CSF,27,F,0,0,0,0,0.00,0.00,1,0,0,4,0,0,1,1,10343.6,0,0,0,0,0,0,Нет
оформили PIL,7969,1,20180416,ZP,43,F,1,1,0,0,91.52,0.00,4,2,12750,0,0,0,2,1,61976.9,0,0,0,2,11,0,Нет
не оформили PIL,7970,0,20170502,CC,43,M,0,0,0,0,0.00,0.00,1,1,33450,1,0,0,0,0,0,0,0,0,0,0,0,Нет
не оформили PIL,7971,2,20170502,CSF,34,M,0,0,0,0,0.00,0.00,0,0,0,3,1,"7,490",0,0,0,0,0,0,0,0,0,Нет
оформили PIL,7972,2,20170201,CC,29,F,0,0,0,0,0.00,0.00,3,0,0,0,0,0,2,2,41529.14,0,0,0,0,0,0,Нет
оформили PIL,7973,0,20170126,PIL,25,M,0,0,1,1,0.00,0.00,4,1,16500,1,0,0,5,1,20592,0,0,0,4,0,0,Нет
оформили PIL,7974,0,20170203,CC,43,M,0,0,0,0,0.00,0.00,3,2,11400,0,0,0,2,1,71191.62,0,0,0,0,0,0,Нет
оформили PIL,7975,2,20170127,CC,30,M,0,0,0,0,0.00,0.00,4,2,43700,0,0,0,2,1,53420,0,0,0,21,107,0,Нет
оформили PIL,7976,2,20170228,CC,40,M,0,0,0,0,0.00,0.00,6,1,4800,1,0,0,3,1,58669.7,0,0,0,0,0,0,Нет
оформили PIL,7977,2,20170127,PIL,54,M,0,0,2,2,65.07,0.00,6,2,100000,0,0,0,4,1,47490,0,0,0,7,5,0,Нет
оформили PIL,7978,1,20170127,CSF,30,F,0,0,0,0,0.00,0.00,3,1,22200,1,0,0,1,1,41246,0,0,0,0,0,0,Нет
не оформили PIL,7979,2,20170503,CC,55,F,1,1,0,0,"8,895.23","13,100.91",3,2,72000,0,0,0,1,0,0,0,0,0,40,124,0,Нет
не оформили PIL,7980,0,20170503,CC,52,F,0,0,0,0,0.00,0.00,1,1,7100,0,0,0,1,1,12160,0,0,0,0,0,0,Нет
не оформили PIL,7981,2,20170503,CC,41,M,0,0,0,0,0.00,0.00,2,1,20300,0,0,0,0,0,0,0,0,0,0,0,0,Нет
не оформили PIL,7982,0,20170503,CC,39,M,0,0,0,0,0.00,0.00,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Нет
не оформили PIL,7983,1,20170503,CC,37,F,0,0,3,2,0.00,0.00,3,0,0,0,0,0,3,1,53990,0,0,0,0,4,0,Нет
не оформили PIL,7984,0,20170503,CC,28,M,0,0,0,0,0.00,0.00,2,1,12000,0,0,0,1,0,0,0,0,0,0,0,0,Нет
не оформили PIL,7985,0,20170503,ZP,27,M,2,2,0,0,11.73,0.00,1,1,13000,0,0,0,0,0,0,0,0,0,9,53,0,Нет
не оформили PIL,7986,0,20170503,CSF,24,M,1,1,0,0,142.38,0.00,2,0,0,1,0,0,1,0,0,0,0,0,3,9,0,Нет
оформили PIL,7987,1,20170128,CSF,53,F,0,0,0,0,0.00,0.00,1,1,7000,1,0,0,1,1,25000,0,0,0,46,0,0,Нет
оформили PIL,7988,2,20170128,CC,36,F,0,0,0,0,0.00,0.00,5,1,1800,2,0,0,3,2,66020.09,0,0,0,0,0,0,Нет
не оформили PIL,7989,1,20170504,CC,54,F,0,0,0,0,0.00,0.00,2,2,49300,0,0,0,0,0,0,0,0,0,9,8,0,Нет
не оформили PIL,7990,0,20170504,DT AP,49,M,1,1,0,0,0.00,0.00,1,0,0,1,1,"4,908",0,0,0,0,0,0,0,0,0,Нет
не оформили PIL,7991,0,20170504,CC,39,M,0,0,0,0,0.00,0.00,1,1,22500,0,0,0,0,0,0,0,0,0,3,6,0,Нет
не оформили PIL,7992,0,20170504,CC,35,M,1,1,0,0,0.00,0.00,1,1,500,0,0,0,0,0,0,0,0,0,0,0,0,Нет
не оформили PIL,7993,0,20170504,CSF,32,F,0,0,0,0,0.00,0.00,1,1,15000,1,0,0,0,0,0,0,0,0,2,28,0,Нет
не оформили PIL,7994,1,20170504,DT AP,30,M,1,1,0,0,0.00,0.00,1,1,21000,0,0,0,0,0,0,0,0,0,1,56,0,Нет
оформили PIL,7995,1,20170128,CSF,50,F,0,0,0,0,0.00,0.00,3,1,20000,2,1,"13,523",1,1,10525,0,0,0,0,0,0,Нет
оформили PIL,7996,2,20170128,CSF,32,F,0,0,0,0,0.00,0.00,2,0,0,2,0,0,2,1,114466.73,0,0,0,0,0,0,Нет
оформили PIL,7997,2,20170129,CSF,41,F,0,0,0,0,0.00,0.00,5,2,33150,2,0,0,3,1,60250,0,0,0,6,3,0,Нет
не оформили PIL,7998,5,20170505,CC,62,F,0,0,0,0,0.00,0.00,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Нет
не оформили PIL,7999,0,20170505,CC,49,M,0,0,1,1,28.00,0.00,1,1,18000,0,0,0,0,0,0,0,0,0,8,0,0,Нет
не оформили PIL,8000,2,20170505,CC,43,M,1,1,0,0,"2,092.88",0.00,2,1,18900,0,0,0,0,0,0,0,0,0,15,22,0,Нет
не оформили PIL,8001,0,20170505,CC,39,F,0,0,0,0,0.00,0.00,1,1,29700,0,0,0,0,0,0,0,0,0,0,4,0,Нет
не оформили PIL,8002,0,20170505,CC,31,M,0,0,0,0,0.00,0.00,1,1,20250,0,0,0,0,0,0,0,0,0,0,0,0,Нет
не оформили PIL,8003,3,20170505,DT AP,27,M,1,1,0,0,7.32,0.01,0,0,0,0,0,0,0,0,0,0,0,0,2,14,0,Нет
оформили PIL,8004,2,20170130,DT AP,34,M,1,1,0,0,59.43,0.00,4,2,35950,0,0,0,1,0,0,0,0,0,33,63,0,Нет
оформили PIL,8005,1,20170130,CC,33,F,0,0,0,0,0.00,0.00,4,2,33100,1,0,0,2,1,50000,0,0,0,4,34,0,Нет
оформили PIL,8006,0,20170206,DT AP,41,F,1,1,0,0,0.00,0.00,2,0,0,0,0,0,1,1,40000,0,0,0,0,0,0,Нет
не оформили PIL,8007,2,20170507,CSF,42,F,0,0,0,0,0.00,0.00,0,0,0,3,1,"27,707",0,0,0,0,0,0,0,0,0,Нет
не оформили PIL,8008,0,20170508,CC,54,M,0,0,0,0,0.00,0.00,2,1,11400,1,0,0,1,0,0,0,0,0,0,0,0,Нет
не оформили PIL,8009,2,20170509,CC,43,F,0,0,0,0,0.00,0.00,2,1,27350,2,0,0,0,0,0,0,0,0,0,0,0,Нет
не оформили PIL,8010,5,20170509,CSF,41,M,0,0,0,0,0.00,0.00,1,1,2000,4,0,0,0,0,0,0,0,0,0,0,0,Нет
не оформили PIL,8011,2,20170509,CSF,38,M,0,0,0,0,0.00,0.00,1,1,22800,1,0,0,0,0,0,0,0,0,0,9,0,Нет
оформили PIL,8012,2,20170131,CSF,61,F,0,0,0,0,0.00,0.00,4,2,8600,2,0,0,4,1,95001.22,0,0,0,1,0,0,Нет
оформили PIL,8013,2,20170131,CSF,28,M,0,0,0,0,0.00,0.00,4,2,33000,1,0,0,3,1,52000,0,0,0,0,12,0,Нет
оформили PIL,8014,0,20170201,CC,64,F,0,0,0,0,0.00,0.00,3,2,16700,0,0,0,2,1,30000,0,0,0,0,0,0,Нет
оформили PIL,8015,2,20170201,CSF,44,F,0,0,1,1,27.54,0.00,3,0,0,1,0,0,2,1,12113.6,0,0,0,0,0,0,Нет
не оформили PIL,8016,2,20170510,ZP,61,F,1,1,0,0,"17,110.27",0.00,0,0,0,0,0,0,0,0,0,0,0,0,14,85,0,Нет
не оформили PIL,8017,2,20170510,ZP,37,M,1,1,0,0,"6,438.53",0.00,0,0,0,0,0,0,0,0,0,0,0,0,33,8,0,Нет
не оформили PIL,8018,1,20170510,DT AP,34,F,2,2,0,0,417.25,0.00,1,1,19200,0,0,0,0,0,0,0,0,0,24,44,0,Нет
не оформили PIL,8019,5,20170510,DT AP,29,F,2,2,0,0,0.00,0.00,1,1,7000,0,0,0,0,0,0,0,0,0,0,0,0,Нет
не оформили PIL,8020,0,20170510,DEB,27,F,0,0,1,1,0.00,0.00,1,1,18000,0,0,0,0,0,0,0,0,0,0,0,0,Нет
оформили PIL,8021,1,20170209,CC,66,F,1,1,0,0,"1,330.34",0.00,3,1,4400,0,0,0,2,1,38410,0,0,0,6,6,0,Нет
оформили PIL,8022,1,20170215,ZP,62,M,1,1,0,0,0.00,0.00,1,0,0,0,0,0,1,1,50000,0,0,0,1,1,0,Нет
оформили PIL,8023,0,20170202,PIL,57,F,0,0,0,0,0.00,0.00,1,1,3000,0,0,0,2,1,18000,0,0,0,10,21,0,Нет
оформили PIL,8024,1,20170217,CC,46,F,0,0,0,0,0.00,0.00,3,3,34250,0,0,0,1,1,22000,0,0,0,4,0,0,Нет
оформили PIL,8025,2,20170202,CSF,28,F,0,0,0,0,0.00,0.00,1,1,1200,2,0,0,1,1,50000,0,0,0,1,0,0,Нет
оформили PIL,8026,2,20170203,CSF,32,M,0,0,1,1,9.56,0.00,3,2,27850,2,0,0,2,1,23130,0,0,0,4,0,0,Нет
не оформили PIL,8027,2,20170511,CC,63,M,0,0,0,0,0.00,0.00,2,2,84500,0,0,0,0,0,0,0,0,0,0,31,0,Нет
не оформили PIL,8028,2,20170511,CC,60,F,0,0,1,1,1.56,0.00,2,2,15600,0,0,0,0,0,0,0,0,0,2,18,0,Нет
не оформили PIL,8029,5,20170511,CSF,51,F,0,0,0,0,0.00,0.00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Нет
не оформили PIL,8030,5,20170511,CC,46,F,0,0,0,0,0.00,0.00,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Нет
не оформили PIL,8031,2,20170511,CC,45,M,1,1,0,0,4.51,0.00,1,1,19200,1,0,0,0,0,0,0,0,0,9,9,0,Нет
не оформили PIL,8032,2,20170511,CC,36,M,0,0,0,0,0.00,0.00,1,1,16500,0,0,0,0,0,0,0,0,0,0,25,0,Нет
не оформили PIL,8033,0,20170511,PIL,36,M,0,0,1,0,0.00,0.00,2,2,35800,0,0,0,2,1,20700,0,0,0,0,0,0,Нет
не оформили PIL,8034,2,20170511,CC,34,M,0,0,2,2,0.00,0.00,1,1,31750,0,0,0,0,0,0,0,0,0,0,191,0,Нет
не оформили PIL,8035,2,20170511,CC,30,M,0,0,0,0,0.00,0.00,3,2,54000,0,0,0,1,0,0,0,0,0,0,0,0,Нет
не оформили PIL,8036,5,20170511,DT AP,25,M,2,1,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Нет
оформили PIL,8037,2,20170203,CSF,51,M,0,0,1,1,65.63,0.00,4,2,79600,2,0,0,2,1,32448.69,0,0,0,0,70,0,Нет
оформили PIL,8038,1,20170205,CSF,56,M,0,0,0,0,0.00,0.00,3,2,21550,1,0,0,1,1,34341.2,0,0,0,8,87,0,Нет
оформили PIL,8039,2,20170205,CC,40,M,0,0,0,0,0.00,0.00,5,2,24650,1,0,0,2,1,55000,0,0,0,6,35,0,Нет
оформили PIL,8040,0,20170410,CC,63,F,0,0,0,0,0.00,0.00,4,2,23750,0,0,0,3,1,30000,0,0,0,5,12,0,Нет
оформили PIL,8041,0,20170218,CC,68,F,0,0,1,0,0.00,0.00,4,2,15850,0,0,0,3,1,30000,0,0,0,1,1,0,Нет
оформили PIL,8042,0,20170206,PIL,45,F,0,0,1,1,0.00,0.00,1,1,5000,0,0,0,2,1,11080,0,0,0,0,0,0,Нет
оформили PIL,8043,0,20170213,CC,35,M,0,0,1,1,0.00,0.00,5,1,11800,0,0,0,4,2,168700,0,0,0,5,5,0,Нет
оформили PIL,8044,1,20170214,CC,42,M,1,1,0,0,0.00,0.00,3,2,32750,0,0,0,1,1,34320,0,0,0,0,0,0,Нет
оформили PIL,8045,0,20170206,PIL,69,F,0,0,0,0,0.00,0.00,1,0,0,1,1,"4,804",2,1,10000,0,0,0,0,0,0,Нет
оформили PIL,8046,1,20170208,ZP,46,M,1,0,0,0,0.00,0.00,4,2,15100,1,0,0,3,1,88976,0,0,0,8,11,0,Нет
не оформили PIL,8047,0,20170512,CSF,61,F,0,0,0,0,0.00,0.00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Нет
не оформили PIL,8048,5,20170512,PIL,51,F,0,0,0,0,0.00,0.00,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Нет
не оформили PIL,8049,2,20170512,CC,48,M,0,0,0,0,0.00,0.00,2,2,49600,0,0,0,0,0,0,0,0,0,0,12,0,Нет
не оформили PIL,8050,0,20170512,CC,45,M,0,0,0,0,0.00,0.00,1,1,23000,0,0,0,0,0,0,0,0,0,3,44,0,Нет
не оформили PIL,8051,5,20170512,CC,32,F,0,0,0,0,0.00,0.00,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Нет
оформили PIL,8052,2,20170220,ZP,45,M,1,1,0,0,12.48,0.00,1,0,0,0,0,0,1,0,0,0,0,0,41,2,0,Нет
оформили PIL,8053,1,20170213,CC,43,F,0,0,0,0,0.00,0.00,3,2,57600,0,0,0,1,0,0,0,0,0,0,59,0,Нет
оформили PIL,8054,5,20170208,CSF,53,M,0,0,0,0,0.00,0.00,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,Нет
оформили PIL,8055,2,20170320,CC,41,M,0,0,0,0,0.00,0.00,2,2,31550,0,0,0,1,1,30000,0,0,0,3,0,0,Нет
оформили PIL,8056,1,20170224,ZP,61,M,2,2,0,0,77.13,0.00,5,2,20000,0,0,0,4,1,30000,0,0,0,17,16,0,Нет
оформили PIL,8057,0,20170227,ZP,24,F,1,1,0,0,0.00,7.15,2,1,18000,0,0,0,2,1,22160,0,0,0,9,7,0,Нет
оформили PIL,8058,0,20170222,ZP,40,F,1,1,0,0,6.40,0.00,1,0,0,0,0,0,5,1,37922,0,0,0,5,3,0,Нет
не оформили PIL,8059,0,20170513,CC,56,M,0,0,0,0,0.00,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Нет
не оформили PIL,8060,1,20170513,CSF,42,M,0,0,0,0,0.00,0.00,1,1,20900,2,0,0,0,0,0,0,0,0,6,25,0,Нет
не оформили PIL,8061,3,20170513,CC,40,M,1,1,1,1,"1,220.68",0.00,1,1,5000,0,0,0,0,0,0,0,0,0,23,256,0,Да
оформили PIL,8062,0,20170209,CSF,60,F,0,0,2,1,0.00,0.00,3,2,70600,1,0,0,1,1,30000,1,0,0,0,0,0,Нет
не оформили PIL,8063,1,20170514,CC,35,F,0,0,0,0,0.00,0.00,1,1,21000,0,0,0,0,0,0,0,0,0,0,0,0,Нет
не оформили PIL,8064,0,20170514,CSF,33,F,0,0,0,0,0.00,0.00,1,0,0,1,0,0,1,1,16735.32,0,0,0,0,0,0,Нет
не оформили PIL,8065,0,20170514,CSF,32,M,0,0,0,0,0.00,0.00,1,1,15000,2,0,0,0,0,0,0,0,0,17,3,0,Нет
оформили PIL,8066,1,20170210,CSF,30,F,1,1,0,0,3.93,4.99,3,2,25950,1,0,0,2,1,65000,0,0,0,2,15,0,Нет
оформили PIL,8067,2,20170218,CC,40,M,0,0,0,0,0.00,0.00,5,2,13750,0,0,0,3,1,93000,0,0,0,0,0,0,Нет
оформили PIL,8068,2,20170210,PIL,50,M,0,0,0,0,0.00,0.00,3,0,0,1,0,0,4,1,24800,0,0,0,0,0,0,Нет
оформили PIL,8069,1,20170316,CC,57,F,0,0,1,1,0.07,0.00,2,1,8000,0,0,0,1,1,30250,0,0,0,0,0,0,Нет
оформили PIL,8070,0,20170222,CC,40,M,0,0,1,0,0.00,0.00,4,2,40000,0,0,0,3,0,0,0,0,0,1,3,0,Нет
не оформили PIL,8071,0,20170515,CC,43,F,0,0,0,0,0.00,0.00,3,2,33000,1,0,0,1,0,0,0,0,0,0,12,0,Нет
не оформили PIL,8072,2,20170515,CC,42,F,0,0,0,0,0.00,0.00,1,0,0,0,0,0,1,1,23956.88,0,0,0,0,0,0,Нет
не оформили PIL,8073,0,20170515,ZP,41,M,1,1,0,0,0.00,101.64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Нет
не оформили PIL,8074,0,20170515,DT AP,29,F,1,1,0,0,0.00,0.00,1,1,15000,1,0,0,0,0,0,0,0,0,3,3,0,Нет
не оформили PIL,8075,2,20170515,CC,26,F,0,0,0,0,0.00,0.00,1,1,22700,0,0,0,0,0,0,0,0,0,0,0,0,Нет
не оформили PIL,8076,1,20170515,CC,26,F,0,0,0,0,0.00,0.00,2,2,49950,0,0,0,0,0,0,0,0,0,2,4,0,Нет
оформили PIL,8077,0,20170212,CSF,42,F,0,0,0,0,0.00,0.00,3,1,35200,1,0,0,1,1,19029.4,0,0,0,0,0,0,Нет
оформили PIL,8078,0,20170212,CC,24,F,0,0,0,0,0.00,0.00,2,1,1000,1,0,0,1,1,123600,0,0,0,0,0,0,Нет
оформили PIL,8079,0,20170221,CC,32,F,0,0,0,0,0.00,0.00,5,3,24550,0,0,0,2,2,73620,0,0,0,0,8,0,Нет
не оформили PIL,8080,2,20170516,DT AP,35,M,1,1,0,0,"3,856.36",176.77,0,0,0,0,0,0,0,0,0,1,0,0,1,26,0,Нет
не оформили PIL,8081,2,20170516,CC,35,M,1,1,0,0,"1,146.77",0.01,1,1,6400,0,0,0,0,0,0,1,1,100.91,9,62,0,Нет
не оформили PIL,8082,2,20170516,CSF,30,F,0,0,0,0,0.00,0.00,2,2,49950,4,0,0,0,0,0,0,0,0,0,0,0,Нет
оформили PIL,8083,2,20170218,CC,34,M,0,0,0,0,0.00,0.00,4,1,3000,0,0,0,4,1,24930,0,0,0,0,0,0,Нет
оформили PIL,8084,2,20170214,ZP,26,M,1,1,0,0,0.97,0.00,2,2,17100,4,1,"9,766",1,1,30000,0,0,0,20,200,0,Нет
оформили PIL,8085,2,20170213,CC,66,M,1,1,0,0,"4,691.73",0.00,4,1,5000,1,1,"8,966",2,0,0,0,0,0,33,76,0,Нет
не оформили PIL,8086,1,20170517,CC,52,F,0,0,0,0,0.00,0.00,2,2,44350,0,0,0,0,0,0,0,0,0,0,0,0,Нет
не оформили PIL,8087,0,20170517,CC,46,F,0,0,0,0,0.00,0.00,1,1,25200,0,0,0,0,0,0,0,0,0,0,0,0,Нет
не оформили PIL,8088,5,20170517,CSF,35,M,0,0,0,0,0.00,0.00,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Нет
не оформили PIL,8089,5,20170517,PF,33,F,0,0,1,1,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Нет
не оформили PIL,8090,0,20170517,ZP,23,F,1,0,1,1,0.00,0.00,1,1,20850,1,0,0,0,0,0,0,0,0,0,0,0,Нет
оформили PIL,8091,2,20170213,CSF,53,F,0,0,0,0,0.00,0.00,3,2,24800,1,0,0,3,1,54000,0,0,0,0,0,0,Нет
оформили PIL,8092,2,20170221,CC,67,F,0,0,0,0,0.00,0.00,3,1,33400,0,0,0,2,1,15535.96,0,0,0,17,4,0,Нет
не оформили PIL,8093,,20170518,CC,62,M,0,0,0,0,0.00,0.00,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Нет
не оформили PIL,8094,1,20170518,ZP,58,M,1,1,0,0,4.28,0.00,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Нет
не оформили PIL,8095,0,20170518,CC,57,M,0,0,0,0,0.00,0.00,1,1,4000,0,0,0,0,0,0,0,0,0,0,1,0,Нет
не оформили PIL,8096,0,20170518,CC,46,F,0,0,0,0,0.00,0.00,1,1,15000,0,0,0,0,0,0,0,0,0,0,1,0,Нет
не оформили PIL,8097,2,20170518,CSF,42,F,0,0,0,0,0.00,0.00,2,1,21000,1,0,0,1,1,21930,0,0,0,0,0,0,Нет
не оформили PIL,8098,1,20170518,PIL,39,M,0,0,1,1,4.46,0.00,2,0,0,0,0,0,1,0,0,0,0,0,6,55,0,Нет
не оформили PIL,8099,0,20170518,CC,36,F,0,0,3,1,0.00,0.00,2,1,23800,0,0,0,1,0,0,0,0,0,1,13,0,Нет
не оформили PIL,8100,0,20170518,CC,33,F,0,0,0,0,0.00,0.00,1,1,18600,0,0,0,0,0,0,0,0,0,0,0,0,Нет
не оформили PIL,8101,5,20170518,CSF,32,M,0,0,0,0,0.00,0.00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Нет
не оформили PIL,8102,0,20170518,CSF,27,M,0,0,0,0,0.00,0.00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Нет
оформили PIL,8103,2,20170221,CC,38,M,2,1,1,1,1.00,0.00,3,1,20700,0,0,0,2,1,34000,0,0,0,13,176,0,Нет
оформили PIL,8104,2,20170214,CSF,49,F,0,0,0,0,0.00,0.00,5,2,49950,2,0,0,3,1,48650,0,0,0,0,0,0,Нет
оформили PIL,8105,2,20170223,CC,35,F,0,0,0,0,0.00,0.00,3,3,34650,1,0,0,1,1,71350.8,0,0,0,20,15,0,Нет
оформили PIL,8106,2,20170217,ZP,27,F,1,1,0,0,0.00,0.00,2,1,2200,0,0,0,1,1,18250,0,0,0,0,9,0,Нет
